ADDRESS,LOCATION_NAME,STREET_NAME,RACKS,SPACES,PLACEMENT,MO_INSTALLED,YR_INSTALLED,COORDINATES
16 WEST PORTAL AVE,St. Francisco Market.,WEST PORTAL,1,2,SW,UK,2010,"WEST PORTAL
(37.74078600, -122.46630900)"
1600 17TH ST,Thee Parkside,17TH ST,1,2,SW,UK,2010,"17TH ST
(37.76516800, -122.39988500)"
1601 TARAVAL ST,El Burito,TARAVAL,1,2,SW,UK,2010,"TARAVAL
(37.74256700, -122.48340300)"
1631 OCEAN AVE,NCPS,OCEAN,1,2,SW,9,2010,"OCEAN
(37.72441100, -122.45981000)"
1649 OCEAN AVE,Bank of America,OCEAN,1,2,SW,UK,2010,"OCEAN
(37.72442900, -122.45998700)"
1665 MARKET ST,NatÆl Holistic Institute campus,MARKET,1,2,SW,UK,2010,"MARKET
(37.77296300, -122.42143300)"
1686 MARKET ST,Espetus Churrascaria Brazilian Steak House,MARKET,2,4,SW,10,2010,"MARKET
(37.77343500, -122.42206600)"
170 GRANT AVE,Cannell Capital,GRANT,1,2,SW,11,2010,"GRANT
(37.78854900, -122.40496300)"
1708 OCEAN AVE,Miracle Cleaners,OCEAN,1,2,SW,UK,2010,"OCEAN
(37.72498800, -122.46019200)"
1714 FILLMORE ST,Marcus Bookstore,FILLMORE,1,2,SW,11,2010,"FILLMORE
(37.78547200, -122.43286500)"
1722 IRVING ST,Test Magic,IRVING,1,2,SW,10,2010,"IRVING
(37.76383900, -122.47650400)"
1723 POLK ST,The Cinch bar,POLK,1,2,SW,12,2010,"POLK
(37.79273400, -122.42146000)"
1735 OCEAN AVE,Ocean Avenue Books,OCEAN,1,2,SW,9,2010,"OCEAN
(37.72457100, -122.46078100)"
1739 OFARRELL ST,Jackson Hewitt Tax Service,O'FARRELL,1,2,SW,11,2010,"O'FARRELL
(37.78305462, -122.43313323)"
1740 OFARRELL ST,Fat Angel Wine Bar,O'FARRELL,1,2,SW,11,2010,"O'FARRELL
(37.78348073, -122.43331592)"
1749 WALLER ST,Funkydoor Yoga Haight,WALLER,2,4,SW,12,2010,"WALLER
(37.76805700, -122.45248900)"
1755 MARKET ST,Nomad Body Piercing,MARKET,2,4,SW,UK,2010,"MARKET
(37.77187452, -122.42286566)"
1760 MARKET ST,Rebel Bar,MARKET,1,2,SW,10,2010,"MARKET
(37.77254400, -122.42310200)"
1760 POLK ST,La Parilla Grill Restaurant,POLK,1,2,SW,UK,2010,"POLK
(37.79312400, -122.42090700)"
1767 WALLER ST,Hand Printed Custom Shirts,WALLER,1,2,SW,12,2010,"WALLER
(37.76819900, -122.45266800)"
177 VALENCIA ST,Chase Bank,VALENCIA,2,4,SW,UK,2010,"VALENCIA
(37.77027100, -122.42216300)"
1777 FULTON ST,Papalote Restaurant,FULTON,1,2,SW,UK,2010,"FULTON
(37.77569300, -122.44603100)"
180 STEUART ST,USPS,STEUART,1,2,SW,11,2010,"STEUART
(37.79224915, -122.39225139)"
1827 OCEAN AVE,Kumon Reading Center,OCEAN,1,2,SW,9,2010,"OCEAN
(37.72488200, -122.46184500)"
1835 VAN NESS AVE,Academy of Art University,VAN NESS,1,2,SW,UK,2010,"VAN NESS
(37.79263300, -122.42342800)"
1860 HAYES ST,CCSF John Adams Campus,HAYES,1,2,SW,UK,2010,"HAYES
(37.77429900, -122.44701200)"
1881 POST ST,Kabuki Sundance Cinema,POST,3,6,SW,UK,2010,"POST
(37.78492100, -122.43229200)"
1899 IRVING ST,Lucca Foods,IRVING,1,2,SW,UK,2010,"IRVING
(37.76328169, -122.47792223)"
1900 MARKET ST,Orbit Room,MARKET,2,4,SW,10,2010,"MARKET
(37.77064100, -122.42540600)"
1900 OCEAN AVE,24 Hour Fitness,OCEAN,3,6,SW,UK,2010,"OCEAN
(37.72547400, -122.46219600)"
1920 OCEAN AVE,Franciscan Hobby Shop,OCEAN,1,2,SW,9,2010,"OCEAN
(37.72580600, -122.46297700)"
1946 FILLMORE ST,Johny Rockets restaurant,FILLMORE,1,2,SW,UK,2010,"FILLMORE
(37.78782300, -122.43335900)"
1963 OCEAN AVE,Aquatic Central,OCEAN,1,2,SW,9,2010,"OCEAN
(37.72554700, -122.46366200)"
199 PARNASSUS AVE,Walgreens,PARNASSUS,1,2,SW,UK,2010,"PARNASSUS
(37.76428600, -122.45225900)"
200 CLEMENT ST,Cumaica Coffee,CLEMENT,2,4,SW,UK,2010,"CLEMENT
(37.78333400, -122.46140000)"
200 FILLMORE ST,Thep Phanom Thai,FILLMORE,1,2,SW,UK,2010,"FILLMORE
(37.77140800, -122.43012500)"
201 LARKIN ST,Civic Center Plaza,LARKIN,10,20,SW,9,2010,"LARKIN
(37.77948045, -122.41759951)"
201 MISSION ST,Bistro Burger,MISSION,1,2,SW,11,2010,"MISSION
(37.79103400, -122.39476800)"
201 OCTAVIA ST,Mercury Cafe,OCTAVIA,1,2,SW,10,2010,"OCTAVIA
(37.77399300, -122.42432300)"
201 WILLIAMS AVE,SFPD Bayview Station,WILLIAMS,2,4,SW,UK,2010,"WILLIAMS
(37.72965800, -122.39816300)"
2115 VAN NESS AVE,Eyebrows To Die For,VAN NESS,1,2,SW,9,2010,"VAN NESS
(37.79496500, -122.42338000)"
2128 FOLSOM ST,Stable Cafe,FOLSOM,1,2,SW,UK,2010,"FOLSOM
(37.76321000, -122.41545700)"
2141 MISSION ST,Meyer Boswellk Books Inc.,MISSION,1,2,SW,12,2010,"MISSION
(37.76268600, -122.41908600)"
215 FREMONT ST,Supercuts,FREMONT,1,2,SW,11,2010,"FREMONT
(37.78913900, -122.39429900)"
2199 SUTTER ST,Pacific Food Mart,SUTTER,1,2,SW,UK,2010,"SUTTER
(37.78565200, -122.43652300)"
220 MONTGOMERY ST,Bank of the West,MONTGOMERY,1,2,SW,UK,2010,"MONTGOMERY
(37.79131600, -122.40199400)"
2201 IRVING ST,Supermarket,IRVING,1,2,SW,UK,2010,"IRVING
(37.76311900, -122.48161300)"
2232 BUSH ST,Out the Door restaurant,BUSH,1,2,SW,11,2010,"BUSH
(37.78720800, -122.43412200)"
2250 HAYES ST,St Mary's Hospital,HAYES,2,4,SW,12,2010,"HAYES
(37.77324100, -122.45350400)"
2315 CLEMENT ST,Bills Place (Burger Joint).,CLEMENT,1,2,SW,UK,2010,"CLEMENT
(37.78180600, -122.48415400)"
232 HARRISON ST,Main Postal Service Location,HARRISON,1,2,SW,UK,2010,"HARRISON
(37.78775600, -122.39092000)"
2325 PINE ST,La Boulange Cafe & Bakery,PINE,1,2,SW,UK,2010,"PINE
(37.78762900, -122.43403100)"
2328 IRVING ST,Irish Pub,IRVING,1,2,SW,UK,2010,"IRVING
(37.76354900, -122.48303500)"
2333 BUCHANAN ST,California Pacific Medical Center,BUCHANAN,2,4,SW,9,2010,"BUCHANAN
(37.79061500, -122.43143400)"
234 EDDY ST,Urban Health Clinic,EDDY,1,2,SW,11,2010,"EDDY
(37.78434200, -122.41168000)"
2366 MISSION ST,Siegel's Clothing Superstore,MISSION,1,2,SW,UK,2010,"MISSION
(37.75922200, -122.41941200)"
2381 OCEAN AVE,Comic Outpost,OCEAN,1,2,SW,UK,2010,"OCEAN
(37.72979600, -122.46947800)"
2413 HARRISON ST,JCX Expendables Business,HARRISON,1,2,SW,UK,2010,"HARRISON
(37.75856600, -122.41215100)"
2415 19TH AVE,Seniore's Pizza,19TH AVE,1,2,SW,UK,2010,"19TH AVE
(37.74279406, -122.47587007)"
2455 FILLMORE ST,Tully's Coffee,FILLMORE,1,2,SW,9,2010,"FILLMORE
(37.79229100, -122.43458500)"
248 DIVISADERO ST,Phuket Thai Restaurant,DIVISADERO,1,2,SW,UK,2010,"DIVISADERO
(37.77118400, -122.43669400)"
25 STEINER ST,Duboce Park,STEINER,2,4,SW,7,2010,"STEINER
(37.76961501, -122.43342784)"
250 MONTGOMERY ST,Peet's Coffee,MONTGOMERY,1,2,SW,UK,2010,"MONTGOMERY
(37.79158300, -122.40227600)"
2500 FOLSOM ST,Heirloom Cafe,FOLSOM,2,4,SW,7,2010,"FOLSOM
(37.75710100, -122.41481200)"
2501 OCEAN AVE,Medical Offices,OCEAN,1,2,SW,9,2010,"OCEAN
(37.73121200, -122.47262200)"
2520 JUDAH ST,American Gymnastics & Raise the Bar Fitness,JUDAH,2,4,SW,UK,2010,"JUDAH
(37.76140900, -122.48920600)"
2550 OCEAN AVE,Walgreens,OCEAN,1,2,SW,UK,2010,"OCEAN
(37.73172100, -122.47273700)"
2575 MISSION ST,Doc's Clock,MISSION,2,4,SW,12,2010,"MISSION
(37.75594600, -122.41844000)"
2575 OCEAN AVE,World Team Kickboxing,OCEAN,2,4,SW,UK,2010,"OCEAN
(37.73144400, -122.47333700)"
261 COLUMBUS AVE,City Lights Bookstore,COLUMBUS,2,4,SW,UK,2010,"COLUMBUS
(37.79760100, -122.40657900)"
275 BATTERY ST,Embarcadero West building,BATTERY,1,2,SW,UK,2010,"BATTERY
(37.79386300, -122.40037400)"
2781 21ST ST,Pirate Cat Radio Cafe,21ST ST,1,2,SW,UK,2010,"21ST ST
(37.75734234, -122.41035996)"
2790 HARRISON ST,Humphrey Slocombe,HARRISON,1,2,SW,UK,2010,"HARRISON
(37.75279900, -122.41220200)"
286 DIVISADERO ST,Yoga Garden of San Francisco,DIVISADERO,3,6,SW,UK,2010,"DIVISADERO
(37.77198100, -122.43686700)"
29 03RD ST,Dave's Bar,03RD ST,1,2,SW,UK,2010,"03RD ST
(37.78741000, -122.40303300)"
2901 MISSION ST,Mission Pie,MISSION,1,2,SW,UK,2010,"MISSION
(37.75053800, -122.41793500)"
2938 WASHINGTON ST,San Francisco Waldorf School,WASHINGTON,1,2,SW,UK,2010,"WASHINGTON
(37.79078300, -122.44191000)"
2948 FOLSOM ST,La Cocina,FOLSOM,2,4,SW,UK,2010,"FOLSOM
(37.75017200, -122.41419900)"
298 DIVISADERO ST,The Page Bar,DIVISADERO,1,2,SW,UK,2010,"DIVISADERO
(37.77210400, -122.43701300)"
299 DOLORES ST,Holy Family School,DOLORES,2,4,SW,UK,2010,"DOLORES
(37.76499200, -122.42579800)"
3001 TARAVAL ST,Walgreens,TARAVAL,1,2,SW,UK,2010,"TARAVAL
(37.74178900, -122.49871000)"
3004 TARAVAL ST,Bike Nook,TARAVAL,1,2,SW,UK,2010,"TARAVAL
(37.74225580, -122.49842544)"
3032 16TH ST,La Loma Produce,16TH ST,2,4,SW,9,2010,"16TH ST
(37.76525500, -122.42041500)"
3042 16TH ST,Mission Hiring Hall,16TH ST,2,4,SW,9,2010,"16TH ST
(37.76523200, -122.42067600)"
3045 24TH ST,Mission Skateboards,24TH ST,1,2,SW,UK,2010,"24TH ST
(37.75238770, -122.41276053)"
3050 TARAVAL ST,Vanida Thai Kitchen restaurant,TARAVAL,1,2,SW,10,2010,"TARAVAL
(37.74227099, -122.49901644)"
307 KEARNY ST,muraccis Japanese Curry,KEARNY,1,2,SW,UK,2010,"KEARNY
(37.79089700, -122.40426400)"
3131 CLEMENT ST,Art Gallery,CLEMENT,4,8,SW,UK,2010,"CLEMENT
(37.78139400, -122.49305800)"
3188 MISSION ST,Caffeinated Comics,MISSION,1,2,SW,10,2010,"MISSION
(37.74616400, -122.41983300)"
3211 MISSION ST,Taqueria Can Cun,MISSION,1,2,SW,10,2010,"MISSION
(37.74527000, -122.41977600)"
3213 PIERCE ST,UK,PIERCE,1,2,SW,UK,2010,"PIERCE
(37.79967600, -122.43955200)"
3218 MISSION ST,Blue Plate,MISSION,1,2,SW,10,2010,"MISSION
(37.74527500, -122.42043500)"
3221 MISSION ST,Thai Idea,MISSION,1,2,SW,UK,2010,"MISSION
(37.74508200, -122.41978700)"
326 JACKSON ST,Hair Designers of Jackson Square,JACKSON,1,2,SW,9,2010,"JACKSON
(37.79689179, -122.40106850)"
3266 21ST ST,Gravel & Gold,21ST ST,1,2,SW,UK,2010,"21ST ST
(37.75714200, -122.42051700)"
3269 MISSION ST,SF Federal Credit Union,MISSION,2,4,SW,UK,2010,"MISSION
(37.74441500, -122.42022200)"
33 KEARNY ST,Discount Camera,KEARNY,1,2,SW,11,2010,"KEARNY
(37.78826600, -122.40386400)"
3309 MISSION ST,Bad Joes Body Shop,MISSION,2,4,SW,10,2010,"MISSION
(37.74391700, -122.42059200)"
3318 STEINER ST,Little Shop,STEINER,1,2,SW,UK,2010,"STEINER
(37.80003300, -122.43755900)"
3349 20TH ST,Shotwells,20TH ST,1,2,SW,7,2010,"20TH ST
(37.75862100, -122.41561200)"
3350 MISSION ST,Safeway,MISSION,1,2,SW,UK,2010,"MISSION
(37.74321300, -122.42219000)"
3380 20TH ST,Mr. Pickles,20TH ST,2,4,SW,7,2010,"20TH ST
(37.75900300, -122.41653800)"
3394 22ND ST,Lone Palm Cocktail Bar,22ND ST,1,2,SW,UK,2010,"22ND ST
(37.75539777, -122.42292181)"
3412 22ND ST,Onyx,22ND ST,1,2,SW,UK,2010,"22ND ST
(37.75527943, -122.42353557)"
3458 18TH ST,The Mission Statement,18TH ST,1,2,SW,12,2010,"18TH ST
(37.76196600, -122.42062000)"
3471 MISSION ST,Angkor Borei,MISSION,1,2,SW,10,2010,"MISSION
(37.74120300, -122.42234200)"
350 JACKSON ST,residential complex,JACKSON,1,2,SW,9,2010,"JACKSON
(37.79680200, -122.40153000)"
3505 20TH ST,Mission Economic Development Association,20TH ST,2,4,SW,12,2010,"20TH ST
(37.75846000, -122.41933500)"
3506 16TH ST,Ike's Place,16TH ST,1,2,SW,UK,2010,"16TH ST
(37.76453900, -122.43121500)"
351 MCALLISTER ST,Civic Center Plaza,MCALLISTER,5,10,SW,9,2010,"MCALLISTER
(37.77948045, -122.41759951)"
354 LAGUNA HONDA BLVD,Muni Laguna Honda Station,LAGUNA HONDA,4,8,SW,11,2010,"LAGUNA HONDA
(37.74786470, -122.45931869)"
3555 CESAR CHAVEZ ST,St Lukes Hospital Main entrance,CESAR CHAVEZ,1,2,SW,UK,2010,"CESAR CHAVEZ
(37.74716500, -122.42088200)"
3583 16TH ST,Starbelly,16TH ST,1,2,SW,9,2010,"16TH ST
(37.76402100, -122.43253400)"
359 DIVISADERO ST,On The Corner Cafe,DIVISADERO,2,4,SW,UK,2010,"DIVISADERO
(37.77300500, -122.43757700)"
3595 CALIFORNIA ST,Starbucks,CALIFORNIA,1,2,SW,UK,2010,"CALIFORNIA
(37.78604000, -122.45315100)"
3648 24TH ST,St. James School,24TH ST,1,2,SW,UK,2010,"24TH ST
(37.75208100, -122.42385100)"
366 MISSION ST,Noah's Bagels,MISSION,1,2,SW,11,2010,"MISSION
(37.79062600, -122.39653300)"
380 BACON ST,Portola Branch Library,BACON,1,2,SW,12,2010,"BACON
(37.72711400, -122.40636200)"
3838 CALIFORNIA ST,CPMC,CALIFORNIA,1,2,SW,9,2010,"CALIFORNIA
(37.78618600, -122.45759800)"
3848 GEARY BLVD,Buckshot Bar and Gameroom,GEARY,1,2,SW,9,2010,"GEARY
(37.78148400, -122.46085600)"
3896 24TH ST,Noe Valley Pizza Restaurant,24TH ST,1,2,SW,UK,2010,"24TH ST
(37.75181100, -122.42938100)"
3905 SACRAMENTO ST,Doctor's office,SACRAMENTO,1,2,SW,9,2010,"SACRAMENTO
(37.78659300, -122.45719500)"
3950 24TH ST,Whole Foods,24TH ST,3,6,SW,UK,2010,"24TH ST
(37.75186600, -122.43085200)"
397 ARGUELLO BLVD,Blissful Bites,ARGUELLO,1,2,SW,UK,2010,"ARGUELLO
(37.78340700, -122.45930000)"
398 GEARY ST,Max's On the Square,GEARY,1,2,SW,UK,2010,"GEARY
(37.78716600, -122.40988300)"
3985 17TH ST,Sun Days Tanning,17TH ST,1,2,SW,11,2010,"17TH ST
(37.76228840, -122.43469398)"
3989 17TH ST,Wild Card,17TH ST,2,4,SW,11,2010,"17TH ST
(37.76228318, -122.43478022)"
3991 17TH ST,Gotham,17TH ST,1,2,SW,11,2010,"17TH ST
(37.76227796, -122.43486645)"
4 BRADY ST,Louie Hair Salon,BRADY,1,2,SW,UK,2010,"BRADY
(37.77321289, -122.42111740)"
405 ARGUELLO BLVD,T & T Nails,ARGUELLO,1,2,SW,9,2010,"ARGUELLO
(37.78289900, -122.45933700)"
4056 MISSION ST,SF Electrical Training Facility,MISSION,2,4,SW,UK,2010,"MISSION
(37.73281300, -122.42771900)"
408 JACKSON ST,Montgomery Gallery,JACKSON,1,2,SW,9,2010,"JACKSON
(37.79673900, -122.40213600)"
410 ELLIS ST,Starlight Market,ELLIS,1,2,SW,11,2010,"ELLIS
(37.78488100, -122.41299400)"
412 JACKSON ST,The Antiques Gallery,JACKSON,1,2,SW,9,2010,"JACKSON
(37.79672000, -122.40229000)"
422 CASTRO ST,Louies Barber Shop,CASTRO,1,2,SW,UK,2010,"CASTRO
(37.76205600, -122.43538800)"
4221 MISSION ST,Farmers Insurance,MISSION,1,2,SW,UK,2010,"MISSION
(37.72973100, -122.43028200)"
4334 CALIFORNIA ST,6th Avenue Salon,CALIFORNIA,1,2,SW,UK,2010,"CALIFORNIA
(37.78531300, -122.46409600)"
434 JACKSON ST,Arader Galleries,JACKSON,1,2,SW,9,2010,"JACKSON
(37.79668700, -122.40255600)"
439 BALBOA ST,Namu Restaurant,BALBOA,1,2,SW,UK,2010,"BALBOA
(37.77706800, -122.46371300)"
440 JACKSON ST,John VelasquezáSalon,JACKSON,1,2,SW,9,2010,"JACKSON
(37.79666700, -122.40271700)"
444 BATTERY ST,LiveNation Punch Line Comedy Club,BATTERY,1,2,SW,UK,2010,"BATTERY
(37.79551400, -122.39994400)"
444 PRESIDIO AVE,Laurel Inn Hotel,PRESIDIO,2,4,SW,UK,2010,"PRESIDIO
(37.78758800, -122.44657900)"
4468 MISSION ST,Excelsior Senior and Teen Center,MISSION,1,2,SW,10,2010,"MISSION
(37.72633500, -122.43391700)"
449 OCTAVIA ST,Miette Confiserie candy store,OCTAVIA,1,2,SW,11,2010,"OCTAVIA
(37.77639300, -122.42475600)"
450 10TH ST,Costco,10TH ST,1,2,SW,9,2010,"10TH ST
(37.77048800, -122.41110600)"
450 FLORIDA ST,Theater Artaud and Travelling Jewish Theater,FLORIDA,2,4,SW,7,2010,"FLORIDA
(37.76358300, -122.41175100)"
450 STANYAN ST,St. Mary's Hospital,STANYAN,1,2,SW,12,2010,"STANYAN
(37.77405900, -122.45418800)"
465 GROVE ST,Double Decker restaurant,GROVE,2,4,SW,11,2010,"GROVE
(37.77745100, -122.42409100)"
4681 MISSION ST,Filipino Community Center,MISSION,1,2,SW,10,2010,"MISSION
(37.72334800, -122.43547500)"
475 BRANNAN ST,Bayview Webspot Computer Rental,BRANNAN,1,2,SW,UK,2010,"BRANNAN
(37.77861200, -122.39528400)"
478 JACKSON ST,Hunt Antiques,JACKSON,2,4,SW,9,2010,"JACKSON
(37.79660900, -122.40318100)"
49 GEARY ST,Serge Serge Sorokko art gallery,GEARY,1,2,SW,11,2010,"GEARY
(37.78743200, -122.40437100)"
49 STEVENSON ST,Yank Sing restaurant,STEVENSON,1,2,SW,11,2010,"STEVENSON
(37.78973600, -122.39935200)"
494 14TH ST,Box Dog Bikes / Thieve's Tavern,14TH ST,5,10,RD,12,2010,"14TH ST
(37.76821500, -122.42417300)"
495 CASTRO ST,La Tortilla,CASTRO,1,2,SW,UK,2010,"CASTRO
(37.76109500, -122.43470100)"
500 FELL ST,Il Borgo,FELL,1,2,SW,10,2010,"FELL
(37.77569800, -122.42628000)"
500 GUERRERO ST,500 Club,GUERRERO,2,4,SW,UK,2010,"GUERRERO
(37.76300900, -122.42421400)"
500 LARKIN ST,Copy Center,LARKIN,1,2,SW,10,2010,"LARKIN
(37.78260900, -122.41712600)"
501 BRANNAN ST,Gymboree Corporation,BRANNAN,1,2,SW,UK,2010,"BRANNAN
(37.77769900, -122.39664800)"
506 HAYES ST,Timbuk2,HAYES,6,12,RD,12,2010,"HAYES
(37.77681600, -122.42491200)"
508 HAYES ST,Lavish,HAYES,1,2,SW,10,2010,"HAYES
(37.77681600, -122.42491200)"
512 VAN NESS AVE,Corinthian Court Apartments,VAN NESS,2,4,SW,9,2010,"VAN NESS
(37.78040500, -122.41990500)"
515 BALBOA ST,SF Hardware,BALBOA,1,2,SW,UK,2010,"BALBOA
(37.77707728, -122.46428430)"
516 HAYES ST,Acme Surplus,HAYES,1,2,SW,UK,2010,"HAYES
(37.77681600, -122.42491200)"
5201 GEARY BLVD,Wiggle Rack,GEARY,1,2,SW,UK,2010,"GEARY
(37.78024800, -122.47526600)"
525 CASTRO ST,MSC,CASTRO,2,4,SW,UK,2010,"CASTRO
(37.76045200, -122.43459800)"
525 MARKET ST,Chipotle,MARKET,1,2,SW,11,2010,"MARKET
(37.79040700, -122.39927600)"
530 KEARNY ST,Naked Eye News & Video,KEARNY,1,2,SW,UK,2010,"KEARNY
(37.79334200, -122.40421400)"
540 VAN NESS AVE,US Bank,VAN NESS,1,2,SW,10,2010,"VAN NESS
(37.78083200, -122.41994300)"
543 DIVISADERO ST,Club Waziema,DIVISADERO,1,2,SW,10,2010,"DIVISADERO
(37.77462000, -122.43805400)"
544 CAPP ST,La Boulange Cafe & Bakery,CAPP,1,2,SW,UK,2010,"CAPP
(37.75792100, -122.41820500)"
544 HAIGHT ST,Pandora's Trunk,HAIGHT,1,2,SW,10,2010,"HAIGHT
(37.77204200, -122.43119300)"
557 WALLER ST,Flourish: A Chiropractic Studio,WALLER,2,4,SW,10,2010,"WALLER
(37.77068200, -122.43286200)"
568 HOWARD ST,Office Building,HOWARD,1,2,SW,11,2010,"HOWARD
(37.78744500, -122.39784700)"
579 HAYES ST,Frjtz Gourmet Belgian Fies,HAYES,1,2,SW,10,2010,"HAYES
(37.77626400, -122.42576700)"
580 DUBOCE AVE,Duboce Park,DUBOCE,2,4,SW,7,2010,"DUBOCE
(37.76924800, -122.43271300)"
5800 03RD ST,5800 Third Street,03RD ST,12,24,SW,10,2010,"03RD ST
(37.72517300, -122.39552000)"
587 SHOTWELL ST,Interstice Architects Inc.,SHOTWELL,1,2,SW,UK,2010,"SHOTWELL
(37.75907967, -122.41527469)"
588 HAIGHT ST,O'Looney's Market,HAIGHT,1,2,SW,UK,2010,"HAIGHT
(37.77216600, -122.43187700)"
59 GRANT AVE,Sisley (clothes),GRANT,1,2,SW,11,2010,"GRANT
(37.78752000, -122.40526400)"
590 VAN NESS AVE,Chevy's,VAN NESS,1,2,SW,9,2010,"VAN NESS
(37.78083159, -122.41994287)"
595 MISSION ST,Peet's Coffee,MISSION,1,2,SW,11,2010,"MISSION
(37.78816100, -122.39927500)"
600 OCTAVIA ST,Seesaw LLC Cafe,OCTAVIA,2,4,SW,11,2010,"OCTAVIA
(37.77781300, -122.42468300)"
601 BAKER ST,Chile Pies (& Ice Cream),BAKER,2,4,SW,10,2010,"BAKER
(37.77653900, -122.44185400)"
602 HAYES ST,HSM Realty,HAYES,1,2,SW,UK,2010,"HAYES
(37.77672802, -122.42655043)"
61 NEW MONTGOMERY ST,Crunch,NEW MONTGOMERY,1,2,SW,UK,2010,"NEW MONTGOMERY
(37.78822700, -122.40095500)"
616 IRVING ST,Chloe's Closet,IRVING,1,2,SW,UK,2010,"IRVING
(37.76429500, -122.46455600)"
621 HOWARD ST,Health Haven,HOWARD,1,2,SW,UK,2010,"HOWARD
(37.78604300, -122.39855600)"
625 LARKIN ST,Lee's Sandwiches,LARKIN,1,2,SW,10,2010,"LARKIN
(37.78362400, -122.41786200)"
627 TURK ST,Tenderloin Elementary School,TURK,3,6,SW,UK,2010,"TURK
(37.78181300, -122.41974400)"
63 WALTER ST,The Independent,WALTER,2,4,SW,UK,2010,"WALTER
(37.76819700, -122.43204200)"
641 IRVING ST,Tart to Tart,IRVING,1,2,SW,UK,2010,"IRVING
(37.76385700, -122.46483900)"
650 DIVISADERO ST,Alouis Auto Radiator,DIVISADERO,1,2,SW,UK,2010,"DIVISADERO
(37.77574200, -122.43758800)"
650 MISSION ST,Sharethrough Inc,MISSION,1,2,SW,11,2010,"MISSION
(37.78726400, -122.40113300)"
653 CHENERY ST,Cara Glass & Sash,CHENERY,1,2,SW,UK,2010,"CHENERY
(37.73430200, -122.43300500)"
66 GOUGH ST,Fecal Face Dot Gallery (closed),GOUGH,1,2,SW,10,2010,"GOUGH
(37.77342754, -122.42206304)"
663 UNION ST,AuburnCom Computer Store,UNION,2,4,SW,UK,2010,"UNION
(37.80000000, -122.41042100)"
670 HOWARD ST,Hair Salon,HOWARD,1,2,SW,UK,2010,"HOWARD
(37.78574200, -122.40005000)"
675 PORTOLA DR,Prudential,PORTOLA,1,2,SW,UK,2010,"PORTOLA
(37.74456000, -122.45256200)"
695 MINNA ST,Grove restaurant,MINNA,1,2,SW,UK,2010,"MINNA
(37.77712300, -122.41242600)"
701 COLE ST,Cole Valley Cafe,COLE,2,4,SW,12,2010,"COLE
(37.76843400, -122.45075800)"
701 MISSION ST,Yerba Buena Center (Gallery),MISSION,1,2,SW,11,2010,"MISSION
(37.78579800, -122.40242400)"
708 MONTGOMERY ST,Clement St. Bar and Grill,MONTGOMERY,1,2,SW,UK,2010,"MONTGOMERY
(37.79581100, -122.40315700)"
714 MONTGOMERY ST,Bubble Lounge,MONTGOMERY,1,2,SW,9,2010,"MONTGOMERY
(37.79590200, -122.40306800)"
717 MONTEREY BLVD,Big Joe's Broiler #2,MONTEREY,1,2,SW,UK,2010,"MONTEREY
(37.73124700, -122.45159600)"
729 MARKET ST,Perish Trust,MARKET,1,2,SW,UK,2010,"MARKET
(37.78690900, -122.40438700)"
741 DIAMOND ST,Academy of Art University,DIAMOND,2,4,SW,UK,2010,"DIAMOND
(37.75141700, -122.43612900)"
747 HOWARD ST,Moscone Center,HOWARD,3,6,SW,11,2010,"HOWARD
(37.78351300, -122.40081300)"
776 HAIGHT ST,Coffee Bean,HAIGHT,1,2,SW,UK,2010,"HAIGHT
(37.77178000, -122.43496700)"
783 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2010,"HAIGHT
(37.77132000, -122.43510400)"
786 HAIGHT ST,Haight St. Dental,HAIGHT,1,2,SW,UK,2010,"HAIGHT
(37.77170000, -122.43512600)"
790 VAN NESS AVE,Cafe Sapore,VAN NESS,1,2,SW,UK,2010,"VAN NESS
(37.78269500, -122.42034000)"
799 VALENCIA ST,Ali Baba's Cave,VALENCIA,2,4,SW,12,2010,"VALENCIA
(37.76029681, -122.42110638)"
8 MISSION ST,Hotel Vitale,MISSION,2,4,SW,11,2010,"MISSION
(37.79383500, -122.39340600)"
800 GREAT HWY,Ocean Beach,GREAT HWY,3,6,SW,1,2010,"GREAT HWY
(37.77270700, -122.51042000)"
803 VALENCIA ST,Art Mart Store,VALENCIA,1,2,SW,UK,2010,"VALENCIA
(37.75994800, -122.42112900)"
813 DIVISADERO ST,Everlasting Tattoo,DIVISADERO,1,2,SW,10,2010,"DIVISADERO
(37.77712900, -122.43845200)"
814 EDDY ST,Benders Bar,EDDY,3,6,SW,UK,2010,"EDDY
(37.78290900, -122.42137100)"
845 OFARRELL ST,residential,O'FARRELL,1,2,SW,11,2010,"O'FARRELL
(37.78482642, -122.41857906)"
848 FOLSOM ST,Little Pizza,FOLSOM,1,2,SW,UK,2010,"FOLSOM
(37.78134700, -122.40261400)"
85 WEST PORTAL AVE,CineArts at the Empire,VICENTE,1,2,SW,UK,2010,"VICENTE
(37.73976600, -122.46630900)"
858 STANYAN ST,PUMA store,STANYAN,1,2,SW,UK,2010,"STANYAN
(37.76654300, -122.45267200)"
865 FLORIDA ST,residential,FLORIDA,1,2,SW,UK,2010,"FLORIDA
(37.75810400, -122.41030400)"
866 VALENCIA ST,Peet's Coffee,VALENCIA,1,2,SW,UK,2010,"VALENCIA
(37.75898200, -122.42163500)"
